Category,Resume
PMO,skill exceptional communication networking skill successful working in team environment a well a independently ability to work under pressure multi task strategy campaign corporate communication mi reporting documentation training development sale support back office operation new process development launch handling customer escalationseducation detail bachelor of business administration business administration icfai business school integrated institute of management technology higher secondary school b i s s school delhi delhi senior secondary school delhi public school senior manager pmo skill detail training exprience 30 month documentation exprience 16 month operation exprience 16 month sale exprience 8 month corporate communication exprience 6 monthscompany detail company description review understand existing business process to identify functional requirement to eliminate waste improve controllership deliver flexibility identify process for re design prototype potential solution calculate trade offs cost suggest recommended course of action by identifying modification to new existing process project management of new requirement opportunity for applying efficient effective solution responsible for delivering process reengineering project across process by closely working with relevant business operation unit responsible for documentation to train all stakeholder on any change company description responsible for defining scope of project in accordance with stakeholder internal team senior management team prepare project charter with defined timeline for project related activity preparation of business requirement document brd closing understanding document ud with development team uat completion deployment preparation of training document slas sop etc a required conduct training for impacted team to ensure smooth transition company teleperformance india description driving sale through call center achieve target with overall responsibility of exploring selling opportunity by understanding customer preference requirement conceptualizing implementing sale promotional activity a part of pilot batch for new company launch training new joiner through process of call barging interaction with client to understand requirement expectation handling call quality session with client handling adhoc requirement from client a well a senior management delivering timely resolution for same master of business administration
PMO,core competency maintain process to ensure project management documentation report plan relevant accurate complete report automation dashboard preparation sharing feedback basis on performance of project manager forecasting data regarding future risk project change updating delivery team on timely basis good understanding of project management lifecycle proven excellence in risk management control good understanding of software development lifecycle sdlc ability to synthesize qualitative quantitative data quickly draw meaningful insight knowledge of programme project management methodology with full project reporting governance ability to work with different cross functional stakeholder to establish ensure reliable productive working relationship strong time management organizational skill multitasking skill ability to meet deadline computer skill certification advance knowledge in m office 2013 macro skill strategic thinking decision making ability sound analytical skill multi tasking skill in fast paced environment leadership inter personal skill strong information management ability particularly m excel extraction formula pivot graph education detail january 2005 bachelor of business administration business administration pune maharashtra modern college hsc pune maharashtra s s p m s college ssc pune maharashtra saint high school pmo having exp of 6 year experience in project management in it expertise in pmo team handling quality analyst proficient in data analyzing tool technique skill detail documentation exprience 47 month governance exprience 19 month excel exprience 6 month forecasting exprience 6 month m excel exprience 6 monthscompany detail company caput india pvt ltd description pune key result area responsible for successful transition of knowledge system operating capability for prudential multiclient pheonix royal london travelled onsite glasgow being part with uk team to understand transition pmo work process execute successfully at offshore successfully transitioned work order management governance reporting from uk lead team of 6 member follow up on development of new way of working documentation process manage internal external stakeholder engagement collaboration of team global pmos network help achieve robust operation with all resource infrastructure to execute steady state operation company saviant technology description for multiple project established pmo from scratch provided seasoned leadership to technical operation staff defined implemented work priority management resource management process established supportive environment that allowed employee to grow provide imaginative solution to complex client need track monitor financial performance of program report financials for actual to budgeted comparison for labor hour dollar operating cost capital cost secure funding approval for change in scope monitor program risk through on going process of identifying assessing tracking developing executing risk mitigation strategy reviewed project documentation document lesson learned provide recommendation to mitigate them in future project risk identification mitigation strategy issue escalation client communication project timeline resource management company infosys description pune key result area responsible for resource management budgeting billing responsible for preparing sharing different report with delivery manager project manager quality team automation of report for entire unit interpret data analyze result using statistical technique provide ongoing report preparing case diagram activity diagram for various scenario collate data study pattern conduct brainstorming session to identify outlier review approve project documentation assist in identification of risk in project setting up of mitigation plan of risk by reviewing dashboard report customer feedback information analysis review validate input from project manger regarding dashboard ppt s supporting tl by training people on process domain a part of growth plan sla compliance company caput india pvt ltd description pune key result area audit review validate input from manager regarding dashboard ppt s auditing work done by onshore agent simultaneously auditing work done for my old team their reporting part a well assisting reporting manager in business transformation leadership skill with proven ability to influence collaborate across all level of organization helping line manager to solve specific audit problem either on one to one basis in group reporting preparing weekly monthly quarterly yearly mi variance report performance report feedback analysis task activity report publish relevant business dashboard project audit report
PMO,area of expertise profile around 10 plus year proven experience with best global brand wipro with below expertise pmo itil management process improvement project process audit planning scheduling effort issue risk tracking risk issue management sla management workforce staffing resource management transition operation management skill project management tool ca clarity visio office itil incident management recruitment workforce management technical sap hr mr cpro confluence microsoft office word powerpoint excellent knowledge hand on experience in advanced m excel knowledge on m project sharepoint reporting ticket tool xtraction ca service desk i tracker education detail mba hr finance bengaluru karnataka rkims college senior executive pmo senior executive pmo consultant skill detail operation exprience 125 month staffing exprience 125 month hr exprience 79 month pmo exprience 84 monthscompany detail company ensono llp description role responsiblites responsible for creation of structured report present same a to senior deliery management a per business requirement design draft various report a per business requirement responsible for creation of mom chasing people getting sla driven on time by achieving target result on time assist project manager in creating rr s deputation invoicings billing activites maintaining clarity sharepoint data for service delivery management perform customer invocing at direction of cem sdm weekly preparation of sla kpi data based on manual tracker sharing with client senior management project implementation management invoicing billing management participate in establishing client s contractual documentation experience in various delivery model like managed service fixed price t m sla based risk penalty required manage sla target save penalty towards customer drive sla call with 80 plus customer with multiple tower spoc for time on floor analysis tofa report highlighting employee tailgating data to high level management ensure for any compliance related issue floor maintenance ensure asall joining formality on boarding activity for new employee identify drivekey metric like billing efficiency resource utilization maintain project library filing recording reporting system monitor project progress risk roadblock opportunity manage communication to stakeholder develop flow chart sop s ad maintain process change database monitor severity call prepare monthly report operational report capacity utilization report timesheet report sla compliancereport quarterly report operational report quarter trend internal report allowance billing report repository maintenance of document create project sub project plan monitor progress against schedule maintain risk issue log actively participate in project management community responsible for project cost schedule budget revenue milestone progress company wipro technology description role responsiblites responsible for creation of structured report present same a to senior deliery management a per business requirement design draft various report a per business requirement responsible for creation of mom chasing people getting sla driven on time by achieving target result on time assist project manager in creating rr s deputation invoicings billing activites maintaining clarity sharepoint data for service delivery management perform customer invocing at direction of cem sdm weekly preparation of sla kpi data based on manual tracker sharing with client senior management project implementation management invoicing billing management participate in establishing client s contractual documentation experience in various delivery model like managed service fixed price t m sla based risk penalty required manage sla target save penalty towards customer drive sla call with 80 plus customer with multiple tower spoc for time on floor analysis tofa report highlighting employee tailgating data to high level management ensure for any compliance related issue floor maintenance ensure asall joining formality on boarding activity for new employee identify drivekey metric like billing efficiency resource utilization maintain project library filing recording reporting system monitor project progress risk roadblock opportunity manage communication to stakeholder develop flow chart sop s ad maintain process change database monitor severity call prepare monthly report operational report capacity utilization report timesheet report sla compliancereport quarterly report operational report quarter trend internal report allowance billing report repository maintenance of document create project sub project plan monitor progress against schedule maintain risk issue log actively participate in project management community responsible for project cost schedule budget revenue milestone progress company wipro infotech description responsibility monitor manage headcount actual v plan for region to maintain headcount ratio with revenue maintain monitor correct tagging in sap project tagging supervisor tagging org unit cost center for region so that financials maintained properly responsible in providing exact accurate headcount report for gm calculation responsible in managing bench management deploy resource responsible in managing driving tenure management for eligible employee deploy them according to their aspiration business need responsible in hiring maintaining rookie ratio for location actively track their training deploy them analyze past volume staffing pattern will implement action based on forecast provided so that resource crunch can addressed make sure availability of resource on time for go live validate head count plan for project work with stake holder service delivery manager in optimizing resource ensure all required wfm data tracked trended on continuous basis by nld team identify resource that had completed tenure with project plan their training with help of training team elevate them to higher role back fill same with rookie s trb te wims sims interface with service delivery manager director a needed for escalation on service impacting issue due to resource availability coordinate with stake holder of operation to interface with client handle account management issue add resource a per requirement manages staff schedule responsibility of workforce management team for region bu prepare daily weekly monthly report distribute to management team manages staffing ratio seat utilization optimization to ensure project goal met build effective working relationship with internal department take care of special project pwd rookie hiring model training deployment personal detail dob 21 03 1986 pan awvpb7123n passport j1409038 linguistic ability english hindi marathi kannada konkani location pune india marital status married
PMO,skill exceptional communication networking skill successful working in team environment a well a independently ability to work under pressure multi task strategy campaign corporate communication mi reporting documentation training development sale support back office operation new process development launch handling customer escalationseducation detail bachelor of business administration business administration icfai business school integrated institute of management technology higher secondary school b i s s school delhi delhi senior secondary school delhi public school senior manager pmo skill detail training exprience 30 month documentation exprience 16 month operation exprience 16 month sale exprience 8 month corporate communication exprience 6 monthscompany detail company description review understand existing business process to identify functional requirement to eliminate waste improve controllership deliver flexibility identify process for re design prototype potential solution calculate trade offs cost suggest recommended course of action by identifying modification to new existing process project management of new requirement opportunity for applying efficient effective solution responsible for delivering process reengineering project across process by closely working with relevant business operation unit responsible for documentation to train all stakeholder on any change company description responsible for defining scope of project in accordance with stakeholder internal team senior management team prepare project charter with defined timeline for project related activity preparation of business requirement document brd closing understanding document ud with development team uat completion deployment preparation of training document slas sop etc a required conduct training for impacted team to ensure smooth transition company teleperformance india description driving sale through call center achieve target with overall responsibility of exploring selling opportunity by understanding customer preference requirement conceptualizing implementing sale promotional activity a part of pilot batch for new company launch training new joiner through process of call barging interaction with client to understand requirement expectation handling call quality session with client handling adhoc requirement from client a well a senior management delivering timely resolution for same master of business administration
PMO,core competency maintain process to ensure project management documentation report plan relevant accurate complete report automation dashboard preparation sharing feedback basis on performance of project manager forecasting data regarding future risk project change updating delivery team on timely basis good understanding of project management lifecycle proven excellence in risk management control good understanding of software development lifecycle sdlc ability to synthesize qualitative quantitative data quickly draw meaningful insight knowledge of programme project management methodology with full project reporting governance ability to work with different cross functional stakeholder to establish ensure reliable productive working relationship strong time management organizational skill multitasking skill ability to meet deadline computer skill certification advance knowledge in m office 2013 macro skill strategic thinking decision making ability sound analytical skill multi tasking skill in fast paced environment leadership inter personal skill strong information management ability particularly m excel extraction formula pivot graph education detail january 2005 bachelor of business administration business administration pune maharashtra modern college hsc pune maharashtra s s p m s college ssc pune maharashtra saint high school pmo having exp of 6 year experience in project management in it expertise in pmo team handling quality analyst proficient in data analyzing tool technique skill detail documentation exprience 47 month governance exprience 19 month excel exprience 6 month forecasting exprience 6 month m excel exprience 6 monthscompany detail company caput india pvt ltd description pune key result area responsible for successful transition of knowledge system operating capability for prudential multiclient pheonix royal london travelled onsite glasgow being part with uk team to understand transition pmo work process execute successfully at offshore successfully transitioned work order management governance reporting from uk lead team of 6 member follow up on development of new way of working documentation process manage internal external stakeholder engagement collaboration of team global pmos network help achieve robust operation with all resource infrastructure to execute steady state operation company saviant technology description for multiple project established pmo from scratch provided seasoned leadership to technical operation staff defined implemented work priority management resource management process established supportive environment that allowed employee to grow provide imaginative solution to complex client need track monitor financial performance of program report financials for actual to budgeted comparison for labor hour dollar operating cost capital cost secure funding approval for change in scope monitor program risk through on going process of identifying assessing tracking developing executing risk mitigation strategy reviewed project documentation document lesson learned provide recommendation to mitigate them in future project risk identification mitigation strategy issue escalation client communication project timeline resource management company infosys description pune key result area responsible for resource management budgeting billing responsible for preparing sharing different report with delivery manager project manager quality team automation of report for entire unit interpret data analyze result using statistical technique provide ongoing report preparing case diagram activity diagram for various scenario collate data study pattern conduct brainstorming session to identify outlier review approve project documentation assist in identification of risk in project setting up of mitigation plan of risk by reviewing dashboard report customer feedback information analysis review validate input from project manger regarding dashboard ppt s supporting tl by training people on process domain a part of growth plan sla compliance company caput india pvt ltd description pune key result area audit review validate input from manager regarding dashboard ppt s auditing work done by onshore agent simultaneously auditing work done for my old team their reporting part a well assisting reporting manager in business transformation leadership skill with proven ability to influence collaborate across all level of organization helping line manager to solve specific audit problem either on one to one basis in group reporting preparing weekly monthly quarterly yearly mi variance report performance report feedback analysis task activity report publish relevant business dashboard project audit report
PMO,area of expertise profile around 10 plus year proven experience with best global brand wipro with below expertise pmo itil management process improvement project process audit planning scheduling effort issue risk tracking risk issue management sla management workforce staffing resource management transition operation management skill project management tool ca clarity visio office itil incident management recruitment workforce management technical sap hr mr cpro confluence microsoft office word powerpoint excellent knowledge hand on experience in advanced m excel knowledge on m project sharepoint reporting ticket tool xtraction ca service desk i tracker education detail mba hr finance bengaluru karnataka rkims college senior executive pmo senior executive pmo consultant skill detail operation exprience 125 month staffing exprience 125 month hr exprience 79 month pmo exprience 84 monthscompany detail company ensono llp description role responsiblites responsible for creation of structured report present same a to senior deliery management a per business requirement design draft various report a per business requirement responsible for creation of mom chasing people getting sla driven on time by achieving target result on time assist project manager in creating rr s deputation invoicings billing activites maintaining clarity sharepoint data for service delivery management perform customer invocing at direction of cem sdm weekly preparation of sla kpi data based on manual tracker sharing with client senior management project implementation management invoicing billing management participate in establishing client s contractual documentation experience in various delivery model like managed service fixed price t m sla based risk penalty required manage sla target save penalty towards customer drive sla call with 80 plus customer with multiple tower spoc for time on floor analysis tofa report highlighting employee tailgating data to high level management ensure for any compliance related issue floor maintenance ensure asall joining formality on boarding activity for new employee identify drivekey metric like billing efficiency resource utilization maintain project library filing recording reporting system monitor project progress risk roadblock opportunity manage communication to stakeholder develop flow chart sop s ad maintain process change database monitor severity call prepare monthly report operational report capacity utilization report timesheet report sla compliancereport quarterly report operational report quarter trend internal report allowance billing report repository maintenance of document create project sub project plan monitor progress against schedule maintain risk issue log actively participate in project management community responsible for project cost schedule budget revenue milestone progress company wipro technology description role responsiblites responsible for creation of structured report present same a to senior deliery management a per business requirement design draft various report a per business requirement responsible for creation of mom chasing people getting sla driven on time by achieving target result on time assist project manager in creating rr s deputation invoicings billing activites maintaining clarity sharepoint data for service delivery management perform customer invocing at direction of cem sdm weekly preparation of sla kpi data based on manual tracker sharing with client senior management project implementation management invoicing billing management participate in establishing client s contractual documentation experience in various delivery model like managed service fixed price t m sla based risk penalty required manage sla target save penalty towards customer drive sla call with 80 plus customer with multiple tower spoc for time on floor analysis tofa report highlighting employee tailgating data to high level management ensure for any compliance related issue floor maintenance ensure asall joining formality on boarding activity for new employee identify drivekey metric like billing efficiency resource utilization maintain project library filing recording reporting system monitor project progress risk roadblock opportunity manage communication to stakeholder develop flow chart sop s ad maintain process change database monitor severity call prepare monthly report operational report capacity utilization report timesheet report sla compliancereport quarterly report operational report quarter trend internal report allowance billing report repository maintenance of document create project sub project plan monitor progress against schedule maintain risk issue log actively participate in project management community responsible for project cost schedule budget revenue milestone progress company wipro infotech description responsibility monitor manage headcount actual v plan for region to maintain headcount ratio with revenue maintain monitor correct tagging in sap project tagging supervisor tagging org unit cost center for region so that financials maintained properly responsible in providing exact accurate headcount report for gm calculation responsible in managing bench management deploy resource responsible in managing driving tenure management for eligible employee deploy them according to their aspiration business need responsible in hiring maintaining rookie ratio for location actively track their training deploy them analyze past volume staffing pattern will implement action based on forecast provided so that resource crunch can addressed make sure availability of resource on time for go live validate head count plan for project work with stake holder service delivery manager in optimizing resource ensure all required wfm data tracked trended on continuous basis by nld team identify resource that had completed tenure with project plan their training with help of training team elevate them to higher role back fill same with rookie s trb te wims sims interface with service delivery manager director a needed for escalation on service impacting issue due to resource availability coordinate with stake holder of operation to interface with client handle account management issue add resource a per requirement manages staff schedule responsibility of workforce management team for region bu prepare daily weekly monthly report distribute to management team manages staffing ratio seat utilization optimization to ensure project goal met build effective working relationship with internal department take care of special project pwd rookie hiring model training deployment personal detail dob 21 03 1986 pan awvpb7123n passport j1409038 linguistic ability english hindi marathi kannada konkani location pune india marital status married
PMO,skill exceptional communication networking skill successful working in team environment a well a independently ability to work under pressure multi task strategy campaign corporate communication mi reporting documentation training development sale support back office operation new process development launch handling customer escalationseducation detail bachelor of business administration business administration icfai business school integrated institute of management technology higher secondary school b i s s school delhi delhi senior secondary school delhi public school senior manager pmo skill detail training exprience 30 month documentation exprience 16 month operation exprience 16 month sale exprience 8 month corporate communication exprience 6 monthscompany detail company description review understand existing business process to identify functional requirement to eliminate waste improve controllership deliver flexibility identify process for re design prototype potential solution calculate trade offs cost suggest recommended course of action by identifying modification to new existing process project management of new requirement opportunity for applying efficient effective solution responsible for delivering process reengineering project across process by closely working with relevant business operation unit responsible for documentation to train all stakeholder on any change company description responsible for defining scope of project in accordance with stakeholder internal team senior management team prepare project charter with defined timeline for project related activity preparation of business requirement document brd closing understanding document ud with development team uat completion deployment preparation of training document slas sop etc a required conduct training for impacted team to ensure smooth transition company teleperformance india description driving sale through call center achieve target with overall responsibility of exploring selling opportunity by understanding customer preference requirement conceptualizing implementing sale promotional activity a part of pilot batch for new company launch training new joiner through process of call barging interaction with client to understand requirement expectation handling call quality session with client handling adhoc requirement from client a well a senior management delivering timely resolution for same master of business administration
PMO,core competency maintain process to ensure project management documentation report plan relevant accurate complete report automation dashboard preparation sharing feedback basis on performance of project manager forecasting data regarding future risk project change updating delivery team on timely basis good understanding of project management lifecycle proven excellence in risk management control good understanding of software development lifecycle sdlc ability to synthesize qualitative quantitative data quickly draw meaningful insight knowledge of programme project management methodology with full project reporting governance ability to work with different cross functional stakeholder to establish ensure reliable productive working relationship strong time management organizational skill multitasking skill ability to meet deadline computer skill certification advance knowledge in m office 2013 macro skill strategic thinking decision making ability sound analytical skill multi tasking skill in fast paced environment leadership inter personal skill strong information management ability particularly m excel extraction formula pivot graph education detail january 2005 bachelor of business administration business administration pune maharashtra modern college hsc pune maharashtra s s p m s college ssc pune maharashtra saint high school pmo having exp of 6 year experience in project management in it expertise in pmo team handling quality analyst proficient in data analyzing tool technique skill detail documentation exprience 47 month governance exprience 19 month excel exprience 6 month forecasting exprience 6 month m excel exprience 6 monthscompany detail company caput india pvt ltd description pune key result area responsible for successful transition of knowledge system operating capability for prudential multiclient pheonix royal london travelled onsite glasgow being part with uk team to understand transition pmo work process execute successfully at offshore successfully transitioned work order management governance reporting from uk lead team of 6 member follow up on development of new way of working documentation process manage internal external stakeholder engagement collaboration of team global pmos network help achieve robust operation with all resource infrastructure to execute steady state operation company saviant technology description for multiple project established pmo from scratch provided seasoned leadership to technical operation staff defined implemented work priority management resource management process established supportive environment that allowed employee to grow provide imaginative solution to complex client need track monitor financial performance of program report financials for actual to budgeted comparison for labor hour dollar operating cost capital cost secure funding approval for change in scope monitor program risk through on going process of identifying assessing tracking developing executing risk mitigation strategy reviewed project documentation document lesson learned provide recommendation to mitigate them in future project risk identification mitigation strategy issue escalation client communication project timeline resource management company infosys description pune key result area responsible for resource management budgeting billing responsible for preparing sharing different report with delivery manager project manager quality team automation of report for entire unit interpret data analyze result using statistical technique provide ongoing report preparing case diagram activity diagram for various scenario collate data study pattern conduct brainstorming session to identify outlier review approve project documentation assist in identification of risk in project setting up of mitigation plan of risk by reviewing dashboard report customer feedback information analysis review validate input from project manger regarding dashboard ppt s supporting tl by training people on process domain a part of growth plan sla compliance company caput india pvt ltd description pune key result area audit review validate input from manager regarding dashboard ppt s auditing work done by onshore agent simultaneously auditing work done for my old team their reporting part a well assisting reporting manager in business transformation leadership skill with proven ability to influence collaborate across all level of organization helping line manager to solve specific audit problem either on one to one basis in group reporting preparing weekly monthly quarterly yearly mi variance report performance report feedback analysis task activity report publish relevant business dashboard project audit report
PMO,area of expertise profile around 10 plus year proven experience with best global brand wipro with below expertise pmo itil management process improvement project process audit planning scheduling effort issue risk tracking risk issue management sla management workforce staffing resource management transition operation management skill project management tool ca clarity visio office itil incident management recruitment workforce management technical sap hr mr cpro confluence microsoft office word powerpoint excellent knowledge hand on experience in advanced m excel knowledge on m project sharepoint reporting ticket tool xtraction ca service desk i tracker education detail mba hr finance bengaluru karnataka rkims college senior executive pmo senior executive pmo consultant skill detail operation exprience 125 month staffing exprience 125 month hr exprience 79 month pmo exprience 84 monthscompany detail company ensono llp description role responsiblites responsible for creation of structured report present same a to senior deliery management a per business requirement design draft various report a per business requirement responsible for creation of mom chasing people getting sla driven on time by achieving target result on time assist project manager in creating rr s deputation invoicings billing activites maintaining clarity sharepoint data for service delivery management perform customer invocing at direction of cem sdm weekly preparation of sla kpi data based on manual tracker sharing with client senior management project implementation management invoicing billing management participate in establishing client s contractual documentation experience in various delivery model like managed service fixed price t m sla based risk penalty required manage sla target save penalty towards customer drive sla call with 80 plus customer with multiple tower spoc for time on floor analysis tofa report highlighting employee tailgating data to high level management ensure for any compliance related issue floor maintenance ensure asall joining formality on boarding activity for new employee identify drivekey metric like billing efficiency resource utilization maintain project library filing recording reporting system monitor project progress risk roadblock opportunity manage communication to stakeholder develop flow chart sop s ad maintain process change database monitor severity call prepare monthly report operational report capacity utilization report timesheet report sla compliancereport quarterly report operational report quarter trend internal report allowance billing report repository maintenance of document create project sub project plan monitor progress against schedule maintain risk issue log actively participate in project management community responsible for project cost schedule budget revenue milestone progress company wipro technology description role responsiblites responsible for creation of structured report present same a to senior deliery management a per business requirement design draft various report a per business requirement responsible for creation of mom chasing people getting sla driven on time by achieving target result on time assist project manager in creating rr s deputation invoicings billing activites maintaining clarity sharepoint data for service delivery management perform customer invocing at direction of cem sdm weekly preparation of sla kpi data based on manual tracker sharing with client senior management project implementation management invoicing billing management participate in establishing client s contractual documentation experience in various delivery model like managed service fixed price t m sla based risk penalty required manage sla target save penalty towards customer drive sla call with 80 plus customer with multiple tower spoc for time on floor analysis tofa report highlighting employee tailgating data to high level management ensure for any compliance related issue floor maintenance ensure asall joining formality on boarding activity for new employee identify drivekey metric like billing efficiency resource utilization maintain project library filing recording reporting system monitor project progress risk roadblock opportunity manage communication to stakeholder develop flow chart sop s ad maintain process change database monitor severity call prepare monthly report operational report capacity utilization report timesheet report sla compliancereport quarterly report operational report quarter trend internal report allowance billing report repository maintenance of document create project sub project plan monitor progress against schedule maintain risk issue log actively participate in project management community responsible for project cost schedule budget revenue milestone progress company wipro infotech description responsibility monitor manage headcount actual v plan for region to maintain headcount ratio with revenue maintain monitor correct tagging in sap project tagging supervisor tagging org unit cost center for region so that financials maintained properly responsible in providing exact accurate headcount report for gm calculation responsible in managing bench management deploy resource responsible in managing driving tenure management for eligible employee deploy them according to their aspiration business need responsible in hiring maintaining rookie ratio for location actively track their training deploy them analyze past volume staffing pattern will implement action based on forecast provided so that resource crunch can addressed make sure availability of resource on time for go live validate head count plan for project work with stake holder service delivery manager in optimizing resource ensure all required wfm data tracked trended on continuous basis by nld team identify resource that had completed tenure with project plan their training with help of training team elevate them to higher role back fill same with rookie s trb te wims sims interface with service delivery manager director a needed for escalation on service impacting issue due to resource availability coordinate with stake holder of operation to interface with client handle account management issue add resource a per requirement manages staff schedule responsibility of workforce management team for region bu prepare daily weekly monthly report distribute to management team manages staffing ratio seat utilization optimization to ensure project goal met build effective working relationship with internal department take care of special project pwd rookie hiring model training deployment personal detail dob 21 03 1986 pan awvpb7123n passport j1409038 linguistic ability english hindi marathi kannada konkani location pune india marital status married
PMO,skill exceptional communication networking skill successful working in team environment a well a independently ability to work under pressure multi task strategy campaign corporate communication mi reporting documentation training development sale support back office operation new process development launch handling customer escalationseducation detail bachelor of business administration business administration icfai business school integrated institute of management technology higher secondary school b i s s school delhi delhi senior secondary school delhi public school senior manager pmo skill detail training exprience 30 month documentation exprience 16 month operation exprience 16 month sale exprience 8 month corporate communication exprience 6 monthscompany detail company description review understand existing business process to identify functional requirement to eliminate waste improve controllership deliver flexibility identify process for re design prototype potential solution calculate trade offs cost suggest recommended course of action by identifying modification to new existing process project management of new requirement opportunity for applying efficient effective solution responsible for delivering process reengineering project across process by closely working with relevant business operation unit responsible for documentation to train all stakeholder on any change company description responsible for defining scope of project in accordance with stakeholder internal team senior management team prepare project charter with defined timeline for project related activity preparation of business requirement document brd closing understanding document ud with development team uat completion deployment preparation of training document slas sop etc a required conduct training for impacted team to ensure smooth transition company teleperformance india description driving sale through call center achieve target with overall responsibility of exploring selling opportunity by understanding customer preference requirement conceptualizing implementing sale promotional activity a part of pilot batch for new company launch training new joiner through process of call barging interaction with client to understand requirement expectation handling call quality session with client handling adhoc requirement from client a well a senior management delivering timely resolution for same master of business administration
PMO,core competency maintain process to ensure project management documentation report plan relevant accurate complete report automation dashboard preparation sharing feedback basis on performance of project manager forecasting data regarding future risk project change updating delivery team on timely basis good understanding of project management lifecycle proven excellence in risk management control good understanding of software development lifecycle sdlc ability to synthesize qualitative quantitative data quickly draw meaningful insight knowledge of programme project management methodology with full project reporting governance ability to work with different cross functional stakeholder to establish ensure reliable productive working relationship strong time management organizational skill multitasking skill ability to meet deadline computer skill certification advance knowledge in m office 2013 macro skill strategic thinking decision making ability sound analytical skill multi tasking skill in fast paced environment leadership inter personal skill strong information management ability particularly m excel extraction formula pivot graph education detail january 2005 bachelor of business administration business administration pune maharashtra modern college hsc pune maharashtra s s p m s college ssc pune maharashtra saint high school pmo having exp of 6 year experience in project management in it expertise in pmo team handling quality analyst proficient in data analyzing tool technique skill detail documentation exprience 47 month governance exprience 19 month excel exprience 6 month forecasting exprience 6 month m excel exprience 6 monthscompany detail company caput india pvt ltd description pune key result area responsible for successful transition of knowledge system operating capability for prudential multiclient pheonix royal london travelled onsite glasgow being part with uk team to understand transition pmo work process execute successfully at offshore successfully transitioned work order management governance reporting from uk lead team of 6 member follow up on development of new way of working documentation process manage internal external stakeholder engagement collaboration of team global pmos network help achieve robust operation with all resource infrastructure to execute steady state operation company saviant technology description for multiple project established pmo from scratch provided seasoned leadership to technical operation staff defined implemented work priority management resource management process established supportive environment that allowed employee to grow provide imaginative solution to complex client need track monitor financial performance of program report financials for actual to budgeted comparison for labor hour dollar operating cost capital cost secure funding approval for change in scope monitor program risk through on going process of identifying assessing tracking developing executing risk mitigation strategy reviewed project documentation document lesson learned provide recommendation to mitigate them in future project risk identification mitigation strategy issue escalation client communication project timeline resource management company infosys description pune key result area responsible for resource management budgeting billing responsible for preparing sharing different report with delivery manager project manager quality team automation of report for entire unit interpret data analyze result using statistical technique provide ongoing report preparing case diagram activity diagram for various scenario collate data study pattern conduct brainstorming session to identify outlier review approve project documentation assist in identification of risk in project setting up of mitigation plan of risk by reviewing dashboard report customer feedback information analysis review validate input from project manger regarding dashboard ppt s supporting tl by training people on process domain a part of growth plan sla compliance company caput india pvt ltd description pune key result area audit review validate input from manager regarding dashboard ppt s auditing work done by onshore agent simultaneously auditing work done for my old team their reporting part a well assisting reporting manager in business transformation leadership skill with proven ability to influence collaborate across all level of organization helping line manager to solve specific audit problem either on one to one basis in group reporting preparing weekly monthly quarterly yearly mi variance report performance report feedback analysis task activity report publish relevant business dashboard project audit report
